sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,detail_type,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,total_wagers,total_handle
Motor Race,In-Person Wagering,FHR-Illinois LLC,36,184,7,65,October,10,2024,NA,547,159,47,2526,30,136,6,2,6375,80,43,0,0,0,43,249
Motor Race,In-Person Wagering,FHR-Illinois LLC,36,184,7,65,October,10,2024,NA,150244.8,38178.75,1583,482091.8,465,16074,110.9,480,272390,73617.75,249,0,0,0,43,249
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,50,767,October,10,2024,NA,2717,1044,257,9612,88,686,200,411,23002,28,50,0,0,0,50,767
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,50,767,October,10,2024,NA,631612.9,334838.5,5416.7,1714615,758,57702.88,33595.4,44572.4,1100988,2023.94,767,0,0,0,50,767
Motor Race,In-Person Wagering,"HC Aurora, LLC",20,180,10,185,October,10,2024,NA,1443,914,68,7169,75,305,4163,73,2890,35,30,0,0,0,30,365
Motor Race,In-Person Wagering,"HC Aurora, LLC",20,180,10,185,October,10,2024,NA,116269.2,61637.72,6206.19,621271.3,3422.11,24876.89,98653.1,6127.58,124057.2,5282.24,365,0,0,0,30,365
Motor Race,In-Person Wagering,"HC Joliet, LLC",108,1704.12,31,435,October,10,2024,NA,2459,950,84,10697,107,705,1717,181,2353,99,139,0,0,0,139,2139.12
Motor Race,In-Person Wagering,"HC Joliet, LLC",108,1704.12,31,435,October,10,2024,NA,224489.1,44643.61,28710,861708.6,2005.97,34468.64,41753.64,5431.81,124196.6,3564.26,2139.12,0,0,0,139,2139.12
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",27,1383,16,395,October,10,2024,NA,3845,3459,778,14989,303,1526,4877,1257,45605,457,43,0,0,0,43,1778
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",27,1383,16,395,October,10,2024,NA,1505397,968284.1,136557,3996196,15781.24,274889.3,635875,273935.9,4001733,55514.17,1778,0,0,0,43,1778
Motor Race,In-Person Wagering,Northside Crown Gaming LLC,8,183,11,104,October,10,2024,NA,821,436,267,2927,80,336,260,26,5740,46,19,0,0,0,19,287
Motor Race,In-Person Wagering,Northside Crown Gaming LLC,8,183,11,104,October,10,2024,NA,158323.1,72079.83,37563.96,392449.7,15517.5,24797.81,11787.45,2112.11,374075.3,13516.47,287,0,0,0,19,287
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,33,515,1,5,October,10,2024,NA,479,300,6,2417,73,40,21,15,6094,81,34,0,0,0,34,520
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,33,515,1,5,October,10,2024,NA,67305.5,17133.75,314,338017.8,1947,9651.75,545,2092.75,174046,23163.76,520,0,0,0,34,520
Motor Race,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,In-Person Wagering,"The Rock Island Boatworks, LLC",11,120,0,0,October,10,2024,NA,591,1281,308,8215,1,277,85,271,5585,14,11,0,0,0,11,120
Motor Race,In-Person Wagering,"The Rock Island Boatworks, LLC",11,120,0,0,October,10,2024,NA,14924.44,22211.5,4197,100137.1,5,3385,2305,925,13660.51,1948,120,0,0,0,11,120
Motor Race,Online Wagering,815 Entertainment,29,647.23,1171,9929.8,October,10,2024,NA,24907,34321,0,144868,2322,14787,0,0,401042,0,1115,85,132073,76352,1200,10577.03
Motor Race,Online Wagering,815 Entertainment,29,647.23,1171,9929.8,October,10,2024,NA,1480276,1770335,0,8367116,19291.87,600864.8,0,0,6910063,0,10430.11,146.92,7447145,2609096,1200,10577.03
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",10259,142866.5,6024,66536.77,October,10,2024,NA,676448,826396,120403,2887836,25293,239452,266805,451345,9487517,378530,16283,0,0,0,16283,209403.27
Motor Race,Online Wagering,"Casino Queen, Inc.",10259,142866.5,6024,66536.77,October,10,2024,NA,36478357,54745971,4636808,158000000,1491018,12037710,15546575,41424337,143000000,41364658,209403.3,0,0,0,16283,209403.27
Motor Race,Online Wagering,Elgin Riverboat Resort,1283,25195.77,1323,48856.58,October,10,2024,NA,45369,49835,3535,176083,2209,18993,38949,37493,291762,714,2606,0,0,0,2606,74052.35
Motor Race,Online Wagering,Elgin Riverboat Resort,1283,25195.77,1323,48856.58,October,10,2024,NA,4605380,7013154,375619.9,20216657,87477.03,1884955,4712875,6303112,10978902,58992.4,74052.35,0,0,0,2606,74052.35
Motor Race,Online Wagering,"Fairmount Park, Inc.",7520,85528.87,991,20643.77,October,10,2024,NA,2717308,847218,5517,2471489,20524,181205,242616,339234,10959728,373793,8511,0,0,0,8511,106172.64
Motor Race,Online Wagering,"Fairmount Park, Inc.",7520,85528.87,991,20643.77,October,10,2024,NA,24859659,58592528,413045.5,123000000,881166.9,9451453,12053441,25657916,192000000,32567284,106172.6,0,0,0,8511,106172.64
Motor Race,Online Wagering,FHR-Illinois LLC,95,29907,57,6525.34,October,10,2024,NA,4513,2051,641,15117,487,2955,654,462,5866,986,152,0,0,0,152,36432.34
Motor Race,Online Wagering,FHR-Illinois LLC,95,29907,57,6525.34,October,10,2024,NA,1174016,840227.8,313522.6,6908939,247936,686056.2,211248.5,192501.8,571483.3,349061.5,36432.34,0,0,0,152,36432.34
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",0,0,813,16378.75,October,10,2024,NA,68429,126231,7059,231370,3878,28240,51775,137391,710865,65989,813,0,0,0,813,16378.75
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",0,0,813,16378.75,October,10,2024,NA,6196329,11884856,670020.6,26866924,1555254,2039941,4134345,12950791,33642576,3980893,16378.75,0,0,0,813,16378.75
Motor Race,Online Wagering,"HC Aurora, LLC",322,10648.08,2353,30743.49,October,10,2024,NA,52115,62755,6494,234746,1353,25575,21213,55907,483272,33755,2675,0,0,0,2675,41391.57
Motor Race,Online Wagering,"HC Aurora, LLC",322,10648.08,2353,30743.49,October,10,2024,NA,3516158,6376530,251654.1,28310105,61097.42,1817879,7933560,5440707,13751067,724890.2,41391.57,0,0,0,2675,41391.57
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",2112,25712.53,805,24968.42,October,10,2024,NA,65467,66319,8381,236719,6862,30603,56945,82314,608801,32771,2917,0,0,0,2917,50680.95
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",2112,25712.53,805,24968.42,October,10,2024,NA,6130924,7878438,581583.4,22641082,219249.3,2224227,5899576,9744659,18995769,2711931,50680.95,0,0,0,2917,50680.95
Motor Race,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,1415,17011.63,564,7884.07,October,10,2024,NA,90223,110627,7156,318843,4262,39393,46680,65274,840943,59788,1979,0,0,0,1979,24895.7
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,1415,17011.63,564,7884.07,October,10,2024,NA,5473305,8881670,436842.3,21129273,287581,2274418,2535919,7898890,20206006,4005858,24895.7,0,0,0,1979,24895.7
Motor Race,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Total,815 Entertainment,29,647.23,1234,13369.8,October,10,2024,NA,25319,34520,0,147658,2338,14833,0,0,409825,0,1178,85,132288,76949,1263,14017.03
Motor Race,Total,815 Entertainment,29,647.23,1234,13369.8,October,10,2024,NA,1535780,1793978,0,8879538,20631.87,608306.8,0,0,7301485,0,13870.11,146.92,7481379,2641646,1263,14017.03
Motor Race,Total,"Alton Casino, LLC",157,5628,31,1605,October,10,2024,NA,3746,4243,212,26682,290,1709,1516,489,6816,91,188,0,0,0,188,7233
Motor Race,Total,"Alton Casino, LLC",157,5628,31,1605,October,10,2024,NA,672212.7,228341,13766.51,2563155,6225.84,106737.3,30212.65,11278.34,317246.1,2133.24,7233,0,0,0,188,7233
Motor Race,Total,"Casino Queen, Inc.",10316,145048.2,6041,67071.77,October,10,2024,NA,679344,828770,120874,2899393,25472,241399,267762,451745,9576625,378767,16357,0,0,0,16357,212119.97
Motor Race,Total,"Casino Queen, Inc.",10316,145048.2,6041,67071.77,October,10,2024,NA,36959969,55237215,4809446,161000000,1500724,12159647,15591745,41446773,147000000,41373495,212119.9,0,0,0,16357,212119.97
Motor Race,Total,Elgin Riverboat Resort,1308,32790.77,1346,61053.58,October,10,2024,NA,46157,50935,3568,179926,2265,19163,39267,37612,308835,716,2654,0,0,0,2654,93844.35
Motor Race,Total,Elgin Riverboat Resort,1308,32790.77,1346,61053.58,October,10,2024,NA,4723707,7121945,378790,20798410,89467.03,1909414,4746745,6320136,11498087,59052.9,93844.35,0,0,0,2654,93844.35
Motor Race,Total,"Fairmount Park, Inc.",7584,86407.37,991,20643.77,October,10,2024,NA,2718309,847581,5613,2475939,20766,181857,242727,339303,10977453,373901,8575,0,0,0,8575,107051.14
Motor Race,Total,"Fairmount Park, Inc.",7584,86407.37,991,20643.77,October,10,2024,NA,24994183,58659003,415536.3,124000000,888597.9,9589098,12069232,25658946,193000000,32579954,107051.1,0,0,0,8575,107051.14
Motor Race,Total,FHR-Illinois LLC,131,30091,64,6590.34,October,10,2024,NA,5060,2210,688,17643,517,3091,660,464,12241,1066,195,0,0,0,195,36681.34
Motor Race,Total,FHR-Illinois LLC,131,30091,64,6590.34,October,10,2024,NA,1324261,878406.5,315105.6,7391031,248401,702130.2,211359.4,192981.8,843873.3,422679.2,36681.34,0,0,0,195,36681.34
Motor Race,Total,"Hawthorne Race Course, Inc.",0,0,863,17145.75,October,10,2024,NA,71146,127275,7316,240982,3966,28926,51975,137802,733867,66017,863,0,0,0,863,17145.75
Motor Race,Total,"Hawthorne Race Course, Inc.",0,0,863,17145.75,October,10,2024,NA,6827942,12219695,675437.3,28581539,1556012,2097644,4167940,12995363,34743565,3982917,17145.75,0,0,0,863,17145.75
Motor Race,Total,"HC Aurora, LLC",342,10828.08,2363,30928.49,October,10,2024,NA,53558,63669,6562,241915,1428,25880,25376,55980,486162,33790,2705,0,0,0,2705,41756.57
Motor Race,Total,"HC Aurora, LLC",342,10828.08,2363,30928.49,October,10,2024,NA,3632428,6438168,257860.3,28931376,64519.53,1842756,8032213,5446835,13875124,730172.5,41756.57,0,0,0,2705,41756.57
Motor Race,Total,"HC Joliet, LLC",108,1704.12,31,435,October,10,2024,NA,2459,950,84,10697,107,705,1717,181,2353,99,139,0,0,0,139,2139.12
Motor Race,Total,"HC Joliet, LLC",108,1704.12,31,435,October,10,2024,NA,224489.1,44643.61,28710,861708.6,2005.97,34468.64,41753.64,5431.81,124196.6,3564.26,2139.12,0,0,0,139,2139.12
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",2139,27095.53,821,25363.42,October,10,2024,NA,69312,69778,9159,251708,7165,32129,61822,83571,654406,33228,2960,0,0,0,2960,52458.95
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",2139,27095.53,821,25363.42,October,10,2024,NA,7636321,8846722,718140.4,26637278,235030.5,2499117,6535451,10018595,22997502,2767446,52458.95,0,0,0,2960,52458.95
Motor Race,Total,Northside Crown Gaming LLC,8,183,11,104,October,10,2024,NA,821,436,267,2927,80,336,260,26,5740,46,19,0,0,0,19,287
Motor Race,Total,Northside Crown Gaming LLC,8,183,11,104,October,10,2024,NA,158323.1,72079.83,37563.96,392449.7,15517.5,24797.81,11787.45,2112.11,374075.3,13516.47,287,0,0,0,19,287
Motor Race,Total,Par-A-Dice Gaming Corporation,1448,17526.63,565,7889.07,October,10,2024,NA,90702,110927,7162,321260,4335,39433,46701,65289,847037,59869,2013,0,0,0,2013,25415.7
Motor Race,Total,Par-A-Dice Gaming Corporation,1448,17526.63,565,7889.07,October,10,2024,NA,5540611,8898804,437156.3,21467291,289528,2284070,2536464,7900983,20380052,4029022,25415.7,0,0,0,2013,25415.7
Motor Race,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Total,"The Rock Island Boatworks, LLC",11,120,0,0,October,10,2024,NA,591,1281,308,8215,1,277,85,271,5585,14,11,0,0,0,11,120
Motor Race,Total,"The Rock Island Boatworks, LLC",11,120,0,0,October,10,2024,NA,14924.44,22211.5,4197,100137.1,5,3385,2305,925,13660.51,1948,120,0,0,0,11,120
Other Event,In-Person Wagering,815 Entertainment,228,21200.03,584,45583.07,October,10,2024,NA,412,199,0,2790,16,46,0,0,8783,0,63,0,215,597,812,66783.1
Other Event,In-Person Wagering,815 Entertainment,228,21200.03,584,45583.07,October,10,2024,NA,55503.97,23642.34,0,512421.1,1340,7442,0,0,391422.2,0,3440,0,34233.31,32549.79,812,66783.1
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2024,NA,3746,4243,212,26682,290,1709,1516,489,6816,91,188,0,0,0,0,0
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2024,NA,672212.7,228341,13766.51,2563155,6225.84,106737.3,30212.65,11278.34,317246.1,2133.24,7233,0,0,0,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,October,10,2024,NA,2896,2374,471,11557,179,1947,957,400,89108,237,74,0,0,0,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,October,10,2024,NA,481611.6,491243.8,172637.5,2224761,9706.38,121937,45169.72,22435.87,3957295,8836.94,2716.66,0,0,0,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,October,10,2024,NA,788,1100,33,3843,56,170,318,119,17073,2,48,0,0,0,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,October,10,2024,NA,118327.2,108791.5,3170.1,581753.5,1990,24458.46,33869.48,17023.85,519184.1,60.5,19792,0,0,0,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,October,10,2024,NA,1001,363,96,4450,242,652,111,69,17725,108,64,0,0,0,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,October,10,2024,NA,134524,66475.25,2490.75,638871.8,7431,137644.8,15790.75,1029.75,507986,12670.02,878.5,0,0,0,0,0
Other Event,In-Person Wagering,FHR-Illinois LLC,0,0,0,0,October,10,2024,NA,547,159,47,2526,30,136,6,2,6375,80,43,0,0,0,0,0
Other Event,In-Person Wagering,FHR-Illinois LLC,0,0,0,0,October,10,2024,NA,150244.8,38178.75,1583,482091.8,465,16074,110.9,480,272390,73617.75,249,0,0,0,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,October,10,2024,NA,2717,1044,257,9612,88,686,200,411,23002,28,50,0,0,0,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,October,10,2024,NA,631612.9,334838.5,5416.7,1714615,758,57702.88,33595.4,44572.4,1100988,2023.94,767,0,0,0,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,October,10,2024,NA,1443,914,68,7169,75,305,4163,73,2890,35,30,0,0,0,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,October,10,2024,NA,116269.2,61637.72,6206.19,621271.3,3422.11,24876.89,98653.1,6127.58,124057.2,5282.24,365,0,0,0,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2024,NA,2459,950,84,10697,107,705,1717,181,2353,99,139,0,0,0,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2024,NA,224489.1,44643.61,28710,861708.6,2005.97,34468.64,41753.64,5431.81,124196.6,3564.26,2139.12,0,0,0,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,October,10,2024,NA,3845,3459,778,14989,303,1526,4877,1257,45605,457,43,0,0,0,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,October,10,2024,NA,1505397,968284.1,136557,3996196,15781.24,274889.3,635875,273935.9,4001733,55514.17,1778,0,0,0,0,0
Other Event,In-Person Wagering,Northside Crown Gaming LLC,0,0,0,0,October,10,2024,NA,821,436,267,2927,80,336,260,26,5740,46,19,0,0,0,0,0
Other Event,In-Person Wagering,Northside Crown Gaming LLC,0,0,0,0,October,10,2024,NA,158323.1,72079.83,37563.96,392449.7,15517.5,24797.81,11787.45,2112.11,374075.3,13516.47,287,0,0,0,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,October,10,2024,NA,479,300,6,2417,73,40,21,15,6094,81,34,0,0,0,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,October,10,2024,NA,67305.5,17133.75,314,338017.8,1947,9651.75,545,2092.75,174046,23163.76,520,0,0,0,0,0
Other Event,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,In-Person Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,October,10,2024,NA,591,1281,308,8215,1,277,85,271,5585,14,11,0,0,0,0,0
Other Event,In-Person Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,October,10,2024,NA,14924.44,22211.5,4197,100137.1,5,3385,2305,925,13660.51,1948,120,0,0,0,0,0
Other Event,Online Wagering,815 Entertainment,23765,741066.4,184660,9315175,October,10,2024,NA,24907,34321,0,144868,2322,14787,0,0,401042,0,1115,85,132073,76352,208425,10056241.4
Other Event,Online Wagering,815 Entertainment,23765,741066.4,184660,9315175,October,10,2024,NA,1480276,1770335,0,8367116,19291.87,600864.8,0,0,6910063,0,10430.11,146.92,7447145,2609096,208425,10056241.4
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,October,10,2024,NA,676448,826396,120403,2887836,25293,239452,266805,451345,9487517,378530,16283,0,0,0,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,October,10,2024,NA,36478357,54745971,4636808,158000000,1491018,12037710,15546575,41424337,143000000,41364658,209403.3,0,0,0,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,October,10,2024,NA,45369,49835,3535,176083,2209,18993,38949,37493,291762,714,2606,0,0,0,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,October,10,2024,NA,4605380,7013154,375619.9,20216657,87477.03,1884955,4712875,6303112,10978902,58992.4,74052.35,0,0,0,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,October,10,2024,NA,2717308,847218,5517,2471489,20524,181205,242616,339234,10959728,373793,8511,0,0,0,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,October,10,2024,NA,24859659,58592528,413045.5,123000000,881166.9,9451453,12053441,25657916,192000000,32567284,106172.6,0,0,0,0,0
Other Event,Online Wagering,FHR-Illinois LLC,0,0,0,0,October,10,2024,NA,4513,2051,641,15117,487,2955,654,462,5866,986,152,0,0,0,0,0
Other Event,Online Wagering,FHR-Illinois LLC,0,0,0,0,October,10,2024,NA,1174016,840227.8,313522.6,6908939,247936,686056.2,211248.5,192501.8,571483.3,349061.5,36432.34,0,0,0,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,October,10,2024,NA,68429,126231,7059,231370,3878,28240,51775,137391,710865,65989,813,0,0,0,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,October,10,2024,NA,6196329,11884856,670020.6,26866924,1555254,2039941,4134345,12950791,33642576,3980893,16378.75,0,0,0,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,October,10,2024,NA,52115,62755,6494,234746,1353,25575,21213,55907,483272,33755,2675,0,0,0,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,October,10,2024,NA,3516158,6376530,251654.1,28310105,61097.42,1817879,7933560,5440707,13751067,724890.2,41391.57,0,0,0,0,0
